1,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
2,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
1,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
1,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
0,6,2,5,0,9,3,7,3,0,0,7,3,9,1,5,1,1,2,9,
2,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
2,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,3,0,0,6,
2,3,0,3,3,8,1,0,1,5,3,1,1,1,3,7,0,0,0,6,
